,RR,NN,AVNN,SDNN,RMSSD,pNN50,SEM,BETA_LOMB,HF_NORM_LOMB,HF_PEAK_LOMB,HF_POWER_LOMB,LF_NORM_LOMB,LF_PEAK_LOMB,LF_POWER_LOMB,LF_TO_HF_LOMB,TOTAL_POWER_LOMB,VLF_NORM_LOMB,VLF_POWER_LOMB,SD1,SD2,alpha1,alpha2,SampEn,PIP,IALS,PSS,PAS
0,2442,2439,736.7965867158672,78.46994766802054,36.616876957628804,13.822805578342903,1.5889032846008753,-0.7159103979727787,8.077880451448152,0.2646120401337793,151.71578041184966,19.878807034688545,0.08072909698996657,373.3564443112875,2.460893937979089,1878.163230116274,60.90149995008439,1143.829578651766,25.89734887628836,107.92864245407958,1.2236467346187692,1.048055156915141,0.8865531844616713,39.89339893398934,0.39950779327317476,36.69536695366954,4.223042230422304
1,2518,2515,714.3700298210736,65.65156883106613,26.020526423307853,4.852824184566428,1.3091099202482317,-0.8251893986835267,9.552087117738429,0.3348762541806021,104.4187261867695,25.919569476699856,0.0956789297658863,283.3400067133458,2.713498019565448,1093.1508988528979,60.668546468632506,663.1987610428442,18.402908619059403,90.99730313117581,1.3538516619110756,1.0643729960777009,1.3049714150876457,35.10934393638171,0.3516308671439936,31.76938369781312,2.94234592445328
2,2683,2669,671.6027772573998,62.774241282238364,24.5976453671626,4.385307346326837,1.2150864711901552,-0.9700651551021134,9.465710454843355,0.16071070234113713,111.75910668859716,26.932411518077824,0.09493143812709032,317.98376535909716,2.8452604425795864,1180.6732016761928,53.23129704969751,628.4876591704283,17.396382406017075,87.0483791690565,1.3263711743741309,1.0835370099683865,1.0796009354220721,30.31097789434245,0.30359820089955025,21.39378044211315,2.660172349194455
3,2670,2654,674.1828372268275,61.990390359381315,25.07730975986492,3.6939313984168867,1.2032999866682366,-1.022941493615678,7.176342343518584,0.16370066889632107,101.92311555090366,24.272221787881655,0.10913377926421405,344.72999580319095,3.3822552807564223,1420.2655151054348,60.83179081709847,863.9729471963242,17.735675613537076,85.86734059738357,1.3996785329817665,1.0416853327556805,1.215021567680647,34.400904295403166,0.34451564266867696,28.409947249434815,2.5998492840994722
4,2727,2705,660.1143715341959,79.54943517476485,27.289212835920022,6.6198224852071,1.5295140320875527,-0.9502764549621159,5.3262601627378485,0.17640802675585285,95.68228321245961,21.034549011549352,0.09418394648829433,377.8699527014611,3.9492154661737358,1796.4252644256153,67.12728974851997,1205.8915923665988,19.29995266432846,110.85125951198854,1.3896419432738134,1.10951510940091,0.6878783505086109,32.05175600739372,0.32100591715976334,25.175600739371536,2.7726432532347505
5,2571,2547,699.530084413035,82.7479407332225,33.911397684196366,11.626080125687352,1.6396181691815352,-0.6797225133712289,15.073969841186702,0.18164046822742475,208.04333253288402,34.780410461955846,0.04634448160535117,480.0216914058278,2.307315911361658,1380.1495871674488,46.53940487869975,642.313404303562,23.983642274239152,114.53483622811889,1.3093244994938398,0.9788916625153524,0.9487654343120772,35.84609344326658,0.35899450117831894,30.66352571652925,3.769140164899882
6,2577,2523,700.7375891795482,70.93572089261306,33.80854354814399,11.419508326724822,1.4122330190520798,-0.8180361244437458,7.892467041104293,0.1622056856187291,166.91207747497404,28.011982065754307,0.06876923076923078,592.4051499279466,3.5492048202250004,2114.827678160568,61.02329555475686,1290.5375445177256,23.910989751046625,97.43947970633202,1.3501246493425463,1.053323691378229,1.348912250650546,38.64447086801427,0.38699444885011897,33.80895759017043,5.58858501783591
7,2605,2591,692.0530200694712,82.24964783474971,29.92130360944701,9.034749034749035,1.615847388307573,-0.920465508900845,8.346078378480541,0.1577207357859532,129.08134535517,25.35814214135388,0.08371906354515052,392.19175220704176,3.038330218265994,1546.610749402884,55.07651752262829,851.8193404017321,21.16164223019419,114.39704731461872,1.2852308646420365,1.0022153786925807,0.8553465610755606,40.023157082207646,0.40077220077220077,39.019683519876494,4.16827479737553
8,2690,2673,668.3706275720165,58.86390924583022,24.27390061976412,3.7425149700598803,1.1385434824336726,-1.3338777491122293,6.772730564358667,0.1898628762541806,68.33404860154788,28.299711761951546,0.047091973244147156,285.532380267384,4.1784789005010925,1008.9586165018018,54.080926126895314,545.6541640412844,17.16744640471731,81.44674215003589,1.4185604929329312,0.9221579845744658,1.1483582696472532,35.98952487841377,0.36040419161676646,33.146277590722036,3.3670033670033668
9,2712,2702,663.2529145077721,57.09514411879388,23.968515518299473,4.479822288041466,1.0983898251413453,-0.9121920254079041,6.0684742146750965,0.1741655518394649,80.67904389602089,34.82832412465487,0.09194147157190637,463.0349889405133,5.73922256115569,1329.478235252589,52.38365887092104,696.4293435178573,16.95143505567531,78.95685690159165,1.4223410140695354,0.8760661319393301,1.0771363331693538,34.08586232420429,0.3413550536838208,28.053293856402668,2.8127313101406366
