,RR,NN,AVNN,SDNN,RMSSD,pNN50,SEM,BETA_LOMB,HF_NORM_LOMB,HF_PEAK_LOMB,HF_POWER_LOMB,LF_NORM_LOMB,LF_PEAK_LOMB,LF_POWER_LOMB,LF_TO_HF_LOMB,TOTAL_POWER_LOMB,VLF_NORM_LOMB,VLF_POWER_LOMB,SD1,SD2,alpha1,alpha2,SampEn,PIP,IALS,PSS,PAS
0,2172,2164,829.016722504621,56.39851496560049,34.520529872907666,12.575127138233935,1.2123807733986014,-1.053253525306998,15.604959686431341,0.1629531772575251,206.86713813323274,40.4553860934368,0.08596153846153848,536.2967999527151,2.592469760022074,1325.649936238577,41.32931608646671,547.882052348086,24.41534407457078,75.94829908673766,1.2567794468545008,0.8606005512021792,1.492908277767864,31.515711645101664,0.31576514100785946,24.67652495378928,1.3863216266173752
1,2234,2233,805.166815942678,73.29158834954094,33.95256842599355,13.082437275985663,1.5509927656978308,-2.1189466801202568,10.667754251507233,0.168185618729097,213.23958828664783,20.480876141599115,0.1390334448160535,409.39578220667846,1.919886384587965,1998.9173284200795,59.87386824666383,1196.829127577971,24.01347082681682,100.8007568378174,1.1424961154863496,1.0063622852384688,1.5335665301116936,31.661442006269592,0.3172043010752688,24.76489028213166,1.8360949395432153
2,2311,2309,778.5736520138588,82.84429103583082,32.03971954961904,10.138648180242635,1.7240530264827953,-1.2391016643375101,17.974191285085503,0.34907859531772584,169.56285347070346,30.450351953352843,0.12109364548494984,287.25901958560104,1.694115271746313,943.3684708329665,46.6895500383874,440.454494235928,22.660404500496092,114.93431979226197,1.11934088313009,1.109390324267914,0.9466260847694042,38.284971849285405,0.3834488734835355,39.367691641403205,2.0355132091814636
3,2082,2082,864.193083573487,47.95629675297818,42.32840887041706,21.672272945699184,1.0510061960521968,-0.8671359894018207,33.34742750046479,0.3206739130434783,255.23687506096022,16.81701563929683,0.12632608695652173,128.71525156072664,0.5042972396915005,765.3870004137584,45.54520704380408,348.5970940248079,29.93789708153401,60.819251017223145,0.8044527048273807,0.9814266891940743,1.6383886248202737,49.32756964457253,0.493993272465161,70.36503362151777,0.8165225744476465
4,2158,2158,833.5445145968489,83.81308049290895,39.00740783533436,18.358831710709318,1.80420583471711,-1.7360460931216413,13.628786639141838,0.3102090301003345,235.50308828079054,7.381293734143808,0.1285685618729097,127.54748576854762,0.5415958096331741,1727.9827949204687,56.0446441457365,968.4418083127284,27.588795543173347,115.29891373843202,0.8461287139029285,1.1926759351171143,1.1394402506478085,46.570898980537535,0.46638850254983777,56.024096385542165,7.32159406858202
5,2409,2404,747.7348949667221,98.80638606019657,34.62088246834584,12.983770287141073,2.015198277040981,-2.271318526648153,8.63098861638201,0.3094615384615385,172.80609129332393,11.388706666021022,0.10763879598662209,228.01998372537415,1.3195135774370894,2002.158721022179,64.85684378858289,1298.5369540928436,24.485712939125023,137.57401370717093,1.005078507051037,1.109643865008359,0.7491621445028357,37.978369384359404,0.3803578859758635,39.018302828618964,2.329450915141431
6,2514,2513,715.6909072821329,68.84137205750702,32.95374867185321,12.022292993630574,1.3732615906095882,-1.293034830950347,22.307237110699393,0.19360033444816055,244.3481570700232,38.624729653992425,0.09418394648829433,423.086080156209,1.7314887299721462,1095.37615912472,32.5482124734128,356.5253596550222,23.306443691054017,94.52135880957141,1.1825323130381429,0.7583249491670792,1.2974430304110398,29.9641862315957,0.3001592356687898,20.692399522483086,2.4273776362912853
7,2792,2792,644.3045979584527,47.57967922316655,17.154743875269656,1.2898602651379434,0.9004587089111579,-0.8364507603289487,20.138351986975465,0.16519565217391305,63.70577240860391,39.61207215654966,0.10539632107023413,125.30904490449073,1.966996712649023,316.3405448956588,34.09088092290226,107.84327847123922,12.1324014921679,66.15996488932353,1.3331236105003448,0.6817946621370367,0.7780178136427365,27.32808022922636,0.2737370118237191,19.269340974212035,3.9756446991404006
8,2657,2657,677.3734474971773,39.040106652833146,21.896504060243064,2.5978915662650603,0.7573824164525105,-0.6869424540541745,24.13470850220375,0.1853779264214047,110.80871798228772,38.63220227383045,0.1390334448160535,177.3704789682748,1.60069065140368,459.12598435638756,35.5086100357091,163.02925535772042,15.486073138686532,52.9890170406165,1.231814554778952,0.9192073008704698,2.076971388097774,29.657508468197214,0.29706325301204817,23.409860745201357,0.9785472337222431
9,2686,2682,669.6349505965698,49.58364344524289,23.5339500275198,3.7672510257366656,0.9574344480620777,-1.255666090404134,11.820881606598617,0.3617859531772576,70.72342401700745,27.393303274199095,0.1068913043478261,163.892023214766,2.3173655050320177,598.2922963844628,54.228302194673915,324.4437544908206,16.644068992734447,68.08470932446357,1.1863698279933161,0.9426637949456327,0.9395805490048814,33.48247576435496,0.33532264080566954,30.68605518269948,0.633855331841909
10,2416,2416,744.6644764072847,42.03558256345855,29.863371129788867,6.873706004140787,0.8552017986966188,-0.5878997709646905,26.625841579847528,0.3700083612040134,158.59869117976172,35.817750073807666,0.07175919732441473,213.35093824824895,1.3452250876801308,595.6570075133375,32.340711109971956,192.63971200619244,21.12096444314521,55.56349025056913,1.0602870318930333,0.84298778160163,1.3419575580795968,42.508278145695364,0.42567287784679086,54.84271523178808,0.33112582781456956
