,HF_POWER_LOMB,LF_POWER_LOMB,LF_TO_HF_LOMB,VLF_POWER_LOMB
0,103.46561246024523,222.89590723431056,2.1542994037748944,1263.077358113739
1,104.67007905521268,326.003621632992,3.1145827401260258,1250.496920633964
2,122.52841492714359,253.40762350108528,2.068153935164864,716.1692785536023
3,54.75021060050452,228.8274774845404,4.179481228925752,623.4150869048028
4,26.01734707617392,148.99400347584694,5.726717756411536,734.8694730318617
5,39.745793521415045,160.54649840509785,4.039333076054836,283.05641032000983
6,94.40263444906027,253.6397921552781,2.686787224059328,674.6958015737308
7,71.14115218976677,280.1808634178049,3.9383796128354978,804.0175957985007
8,139.55438219098374,235.5724550146856,1.6880333767828133,1257.518264087706
9,142.6363416554941,291.22877033331366,2.041757149357567,833.1718083730104
10,189.9851405860285,475.38819564942116,2.5022388286949067,855.4909837158053
11,164.55933238948532,273.76553991436106,1.663628163405539,861.8886077199362
12,71.94236674810156,329.7169438372103,4.583070570803969,1771.6645104822235
13,137.47127664173416,267.26056158901685,1.944119296175072,1266.5714199423892
14,167.04022918297557,220.1961085260653,1.3182220211447555,713.3724456266768
15,145.68358252460467,225.59096084241366,1.548499542179458,375.7851637161634
16,137.7701939821962,219.29751631445873,1.5917631381342048,631.8870830048181
17,101.81138958050049,235.05059690105165,2.3086866594154603,920.9936663761367
18,148.379465440749,206.97123849548424,1.3948779090199124,791.4830018664882
19,455.03736423867605,366.93250048537885,0.8063788368221022,1097.2764982015333
20,313.71256127115737,473.82444022382754,1.5103776473084145,846.4795895771853
21,137.5168033774215,212.35790221418742,1.5442323919598462,1356.5681878947087
22,120.65758256843327,211.66235748281707,1.7542399986570982,357.74099702465486
23,168.92991495076697,385.09019001171015,2.279585531810284,1190.5500945781944
24,433.3134440057077,343.9465569258963,0.7937592559933723,1451.7371226987827
25,479.30255221167397,461.47096875200515,0.9627968109550272,639.9875751055788
26,118.03103580221918,216.58721289983268,1.835002221473011,510.5977044742105
27,166.93153761485308,367.5030550445957,2.201519618734383,1281.6266722791686
28,405.2234365308303,509.0831165047167,1.256302253549406,663.7104569559451
29,408.1304922757837,550.7412748501699,1.3494244739695185,1223.0464628055631
30,509.21030793273917,710.7341196469299,1.3957575260648685,1619.4271239538025
31,914.8915424383173,963.4724224655403,1.0531001520658374,1711.3962472841226
32,1593.7284744937788,1004.4847806167453,0.630273472986547,1321.66244325265
33,531.3878890546881,863.8405374538585,1.6256308343620451,3692.682684273526
34,489.6681253146932,820.5116554337657,1.675648491325529,4652.7373711025375
35,1288.4584826869068,1538.0460017510266,1.1937101757005308,3951.86422604918
36,875.3845319162192,898.1539969498439,1.0260108149087146,5804.165385994334
37,277.08023350828427,790.9314148009636,2.8545212510704627,7207.031733988605
38,1257.9011912348913,1046.9016591030797,0.8322606468599718,2289.927380753976
39,995.9187222271344,1191.936582385028,1.196821141909599,5022.618749009387
40,588.6414719371949,591.0600619663201,1.0041087659372103,1959.0663398883294
