,HF_POWER_LOMB,LF_POWER_LOMB,LF_TO_HF_LOMB,VLF_POWER_LOMB
0,171.93560044617982,298.6042460145208,1.7367214540771705,1429.2702047556272
1,231.9693985987677,475.6248858535942,2.0503777167447503,1404.1165926978742
2,1531.0806080019613,1439.641947165578,0.9402783495797068,1691.770328171711
3,692.6237846036878,671.7718228694769,0.9698942453353055,2000.6488039085464
4,308.23490469348593,588.8571362203895,1.9104167868527384,1824.7329786726614
5,76.30567920610562,222.74699708307068,2.9191404807684034,943.2465617263921
6,22.960314303925763,119.37333742587816,5.199115998401977,1047.4200511214065
7,89.2222329683852,293.7296465153998,3.2921127026654813,1788.9985141738834
8,92.00365693210009,326.62753195487636,3.550158144213026,492.4807616405459
9,94.77752357393398,355.93351667354517,3.7554633551475827,1517.544400888604
10,119.78780561457708,411.8110703920224,3.437838002618096,1418.5614158961719
11,175.73456838751613,414.8677637054622,2.3607635510312814,692.9201745078543
12,226.15888666187232,473.0798306803108,2.0918029694212605,1406.854405269266
13,24.17114055096652,168.56835093804878,6.9739510463981125,564.0625020527909
14,31.0437173192436,140.3296702753077,4.520388741857251,511.85569710052096
15,187.71260077484547,284.86841175084146,1.5175774592379707,1166.8829551534088
16,634.145712512724,831.1965462678575,1.3107343152638278,878.6184517080773
17,739.1768905253098,744.3977555434233,1.0070630793319355,1049.3236994716294
18,432.3368590596272,787.6951304588372,1.8219476640787624,973.3905456194119
19,325.6488889935492,544.1945140099941,1.6711081548347433,1088.3234708037442
20,218.9903413754124,389.9592180256735,1.7807142341367983,902.9407956373093
21,79.40372193555316,213.78544291079152,2.6923856678192903,1159.93306211833
22,88.88115385583473,221.41063806586257,2.4910864503963435,582.1974436942493
23,193.7806523667889,258.96497826045487,1.3363820128455588,920.574127787586
24,678.4593089867477,219.52842300298508,0.3235690336843371,215.72714320975768
25,262.42680010193186,135.073234503469,0.5147082327376771,554.6799441927095
26,338.9317697550703,408.59291565203813,1.2055314730375042,1875.5645561457748
27,312.52797460940553,160.5835341401815,0.5138213126069028,548.4983939637259
28,569.0713906525515,470.1856527092526,0.8262331588486516,765.2519077673962
29,1218.3440666175068,800.5936036438443,0.6571161838269016,3956.6662574527113
30,1852.0203530852343,1284.7542279157665,0.6937041624707451,7451.466885670785
31,1202.8306424660325,428.48226406815564,0.356228257695269,381.45109236854637
32,948.7617079633137,551.2754157036977,0.5810472862433588,1387.0569949578382
33,883.8805770255564,983.7570181452082,1.1129976647476032,2662.1497585684783
34,425.799685751884,535.9754625858702,1.2587502539825417,3163.891210746379
35,658.8910013818515,612.932803375783,0.9302491642628551,6037.142854497138
36,1702.224250987255,871.3358097510138,0.5118807402994389,3502.5296937689964
37,1074.8236473812935,458.0842318500074,0.4261947836429599,550.1136580762478
38,22.475150526188493,174.94361852371654,7.783868602787278,421.8757823719146
39,81.30162766913999,290.47921880730013,3.572858590106168,989.254265691512
40,31.666323214360126,158.49708213271055,5.005225300701625,523.3374527000267
41,14.77241618305507,105.34025197863319,7.130874913980922,400.5096223506222
42,25.025934322252517,98.07256087745128,3.9188371396886175,509.78446857884285
